Respondent,Employment,Country,EdLevel,OrgSize,DevType,YearsCode,Age1stCode,YearsCodePro,CareerSat,JobSat,ConvertedComp,WorkLoc,ImpSyn,Age,Gender,Trans,Sexuality,Ethnicity,Dependents,SurveyLength,SurveyEase
196,Employed full-time,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, back-end;Developer, full-stack",20,8,16,Neither satisfied nor dissatisfied,Very dissatisfied,44684,Home,A little above average,40,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
201,Employed full-time,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end",10,18,10,Slightly satisfied,Very dissatisfied,50868,Home,Far above average,35,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Neither easy nor difficult
202,Employed full-time,Canada,Some college/university study without earning a degree,500 to 999 employees,"Data scientist or machine learning specialist;Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, game or graphics;Developer, QA or test;System administrator",35,10,20,Very satisfied,Very satisfied,72522,Home,A little above average,45,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
207,Employed full-time,Hong Kong (S.A.R.),"Master’s degree (MA, MS, M.Eng., MBA, etc.)",,"Developer, mobile;Developer, QA or test",20,15,10,Slightly dissatisfied,Neither satisfied nor dissatisfied,57349,Office,Far above average,34,Man,No,Straight / Heterosexual,East Asian,No,Too long,Easy
209,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, full-stack;DevOps specialist",9,19,9,Slightly satisfied,Slightly dissatisfied,112800,Home,A little above average,33,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
211,Employed full-time,United States,Associate degree,100 to 499 employees,"Developer, desktop or enterprise applications;Developer, full-stack",17,13,11,Very satisfied,Slightly dissatisfied,117800,Office,A little above average,30,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Neither easy nor difficult
212,Employed part-time,Netherlands,,2-9 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",4,16,2,Very satisfied,Very satisfied,19932,Office,Far above average,30,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Neither easy nor difficult
213,Employed full-time,United Arab Emirates,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,"Developer, back-end",26,16,22,Slightly dissatisfied,Very dissatisfied,49006,Office,A little above average,41,Man,No,Straight / Heterosexual,Middle Eastern,Yes,Too long,Easy
216,Employed full-time,Bulgaria,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, back-end;DevOps specialist",6,29,2,Very satisfied,Slightly dissatisfied,58501,Home,A little above average,35,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
217,Employed full-time,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, front-end;Student",15,26,4,Slightly satisfied,Very satisfied,54996,Home,A little above average,36,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
219,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, full-stack;Product manager",20,14,15,Very dissatisfied,Very dissatisfied,110000,Home,A little above average,39,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
220,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",5,22,5,Slightly satisfied,Neither satisfied nor dissatisfied,,Home,Average,,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Easy
223,Employed full-time,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, mobile",6,16,2,Slightly satisfied,Slightly dissatisfied,6420,Office,Average,23,Woman,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
224,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, back-end;DevOps specialist;Engineer, site reliability",14,12,10,Very satisfied,Very satisfied,233000,Home,Far above average,28,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Easy
227,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees","Developer, front-end",6,12,6,Very satisfied,Very satisfied,,Office,A little above average,33,Woman,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
231,Employed full-time,Nicaragua,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end",11,14,8,Very satisfied,Very satisfied,80000,Home,A little above average,31,Man,No,Straight / Heterosexual,Hispanic or Latino/Latina,No,Appropriate in length,Easy
232,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, full-stack;Developer, mobile",14,15,10,Very satisfied,Slightly satisfied,120000,Office,A little above average,32,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
234,Employed part-time,Sweden,I never completed any formal education,100 to 499 employees,"Developer, back-end",27,13,21,Very satisfied,Neither satisfied nor dissatisfied,54876,Office,A little above average,45,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
238,Employed full-time,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Data or business analyst;Designer;Developer, full-stack;Developer, mobile",12,22,9,Slightly satisfied,Very dissatisfied,27986,Home,A little above average,31,Man,No,Straight / Heterosexual,,Yes,Appropriate in length,Easy
241,Employed full-time,Canada,Associate degree,20 to 99 employees,"Developer, full-stack",13,7,10,Very satisfied,Very satisfied,65651,Home,Average,32,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
245,Employed full-time,Sweden,Some college/university study without earning a degree,"10,000 or more employees","Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",3,12,1,Very satisfied,Very satisfied,649536,Office,Average,35,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
246,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, full-stack",5,26,4,Slightly satisfied,Slightly satisfied,88000,Home,A little below average,33,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
247,Employed full-time,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, mobile",18,15,9,Neither satisfied nor dissatisfied,Slightly dissatisfied,57744,Office,Far above average,33,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
249,Employed full-time,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end",5,18,1,Slightly satisfied,Slightly satisfied,30588,Office,Average,24,Man,No,Straight / Heterosexual,East Asian,Yes,Appropriate in length,Easy
252,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,"Developer, back-end;Developer, mobile;DevOps specialist;Engineer, site reliability;System administrator",20,12,7,Very satisfied,Very satisfied,58881,Home,A little above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
253,Employed full-time,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10 to 19 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",9,18,9,Slightly satisfied,Very satisfied,59579,Home,Average,28,Man,No,Bisexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
254,Employed full-time,Australia,Associate degree,"5,000 to 9,999 employees","Data or business analyst;Engineer, data",22,16,20,Slightly satisfied,Slightly satisfied,130554,Home,A little above average,41,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Neither easy nor difficult
259,Employed full-time,Denmark,Associate degree,100 to 499 employees,"Developer, full-stack",8,23,5,Slightly satisfied,Neither satisfied nor dissatisfied,92073,Office,Far above average,31,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
261,Employed full-time,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees","Developer, mobile",14,14,7,Very satisfied,Very satisfied,235525,Home,Far above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
262,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, front-end;Developer, full-stack;Engineer, data",9,14,2,Very satisfied,Very satisfied,864000,Office,Average,24,Man,No,Gay or Lesbian,Black or of African descent,No,Too long,Easy
268,Employed full-time,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;DevOps specialist",6,18,1,Neither satisfied nor dissatisfied,Slightly satisfied,29225,Office,Average,25,Man,No,Straight / Heterosexual,East Asian,Yes,Appropriate in length,Easy
271,Employed full-time,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, embedded applications or devices;Developer, full-stack;Student",3,18,2,Slightly satisfied,Very satisfied,,Home,A little above average,24,Man,No,Straight / Heterosexual,South Asian,Yes,Too long,Easy
273,Employed full-time,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;Engineer, data",19,10,9,Slightly satisfied,Very dissatisfied,1000000,Office,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
275,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",21,12,16,Very satisfied,Neither satisfied nor dissatisfied,130000,Home,Far above average,34,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
276,Employed full-time,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",500 to 999 employees,"Developer, back-end;Developer, full-stack",6,16,3,Slightly satisfied,Slightly satisfied,79176,Office,Average,29,Man,No,Straight / Heterosexual,Middle Eastern;White or of European descent,No,Too long,Neither easy nor difficult
277,Employed full-time,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,"Developer, embedded applications or devices",12,14,8,Slightly satisfied,Neither satisfied nor dissatisfied,23832,Office,A little above average,29,Man,No,Straight / Heterosexual,White or of European descent,Yes,Too long,Neither easy nor difficult
279,Employed full-time,Ireland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, back-end;Developer, full-stack;Developer, QA or test",13,13,4,Very satisfied,Slightly satisfied,63016,Office,A little above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Neither easy nor difficult
280,Employed full-time,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Developer, back-end;Developer, front-end;Developer, full-stack;Senior executive/VP",25,12,22,Very satisfied,Very satisfied,0,Office,Far above average,47,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
283,Employed full-time,Hong Kong (S.A.R.),Associate degree,100 to 499 employees,"Developer, back-end;Developer, front-end",8,18,4,Slightly satisfied,Slightly satisfied,,Office,A little above average,26,Man,No,Straight / Heterosexual,,Yes,Too long,Neither easy nor difficult
285,Employed full-time,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, mobile;Developer, QA or test;DevOps specialist",6,25,2,Slightly satisfied,Slightly satisfied,471048,,A little below average,32,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,
286,Employed full-time,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees","Developer, full-stack",8,14,3,Very satisfied,Very satisfied,618708,Home,A little above average,23,Man,No,Straight / Heterosexual,White or of European descent,No,Appropriate in length,Easy
289,Employed full-time,United States,Some college/university study without earning a degree,"1,000 to 4,999 employees","Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack",22,15,10,Slightly satisfied,Slightly satisfied,130000,Office,A little above average,37,Man,No,Straight / Heterosexual,White or of European descent,Yes,Appropriate in length,Easy
292,Employed full-time,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,"Developer, back-end;Developer, front-end;Developer, full-stack",15,12,8,Very satisfied,Very satisfied,115000,Home,Far above average,27,Man,No,Straight / Heterosexual,White or of European descent,No,Too long,Easy
